web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_points,value_score,rag_score
Gordon,MID,NEW,7.4,15,0.0,4.3,1798,6,4,8,10,130.9,1,True,5.055617352614015,13.648648648648647,0.5005561735261401,0.5257309941520468,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,hot,differential,101,102.16,13.805,52.65
Darlow,GKP,LEE,3.9,11,0.0,4.0,1530,0,0,4,0,36.6,0,True,3.0588235294117645,13.333333333333334,0.0,0.4473684210526316,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,average,differential,52,51.69,13.254,52.48
McGinn,MID,AVL,5.3,2,0.0,3.7,1807,4,2,8,6,102.6,0,True,4.183729939125622,15.849056603773583,0.2988378527946873,0.5283625730994153,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,average,differential,84,84.25,15.896,52.3
Foden,MID,MCI,8.0,13,0.0,0.3,1822,7,3,10,10,175.1,0,True,5.581778265642152,14.125,0.4939626783754116,0.5327485380116959,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,113,113.58,14.198,52.25
Diouf,DEF,WHU,4.1,19,0.0,2.3,2183,0,6,7,3,84.9,0,True,3.628034814475493,21.463414634146343,0.2473660100778744,0.6383040935672515,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,88,88.11,21.49,52.18
Schade,MID,BRE,7.0,5,0.0,3.7,2386,7,5,10,5,152.5,0,True,4.149203688181056,15.714285714285714,0.4526404023470243,0.6976608187134503,2.5,3.5,6,1.5,1.375,average,differential,110,110.28,15.754,52.02
Hill,DEF,BOU,4.2,4,0.0,1.5,1652,0,3,6,2,66.0,0,True,4.848668280871671,21.19047619047619,0.1634382566585956,0.4830409356725146,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,89,84.43,20.102,51.95
Sels,GKP,NFO,4.6,16,0.0,3.3,2127,0,0,6,3,54.7,0,True,3.385049365303244,17.39130434782609,0.0,0.6219298245614036,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,80,79.9,17.37,51.85
Calafiori,DEF,ARS,5.6,1,0.0,0.0,1446,1,2,11,4,62.2,1,True,5.788381742738589,16.607142857142858,0.1867219917012448,0.4228070175438596,3.0,3.0,6,1.9375,0.75,cold,differential,93,93.58,16.711,51.85
Mateta,FWD,CRY,7.5,8,0.0,6.0,1959,10,0,8,12,131.6,0,True,4.45635528330781,12.933333333333334,0.4594180704441041,0.5728070175438597,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,hot,differential,97,103.88,13.851,51.72
O.Dango,MID,BRE,5.9,5,0.0,2.0,1890,5,7,5,13,122.5,0,True,5.285714285714286,18.813559322033896,0.5714285714285714,0.5526315789473685,2.5,3.5,6,1.5,1.375,cold,differential,111,110.64,18.753,51.62
Chalobah,DEF,CHE,5.4,7,0.0,0.0,2550,3,1,9,7,92.3,0,True,4.623529411764706,24.259259259259256,0.1411764705882353,0.7456140350877193,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,131,107.81,19.965,51.57
Hume,DEF,SUN,4.5,17,0.0,0.3,2587,0,1,8,6,89.4,0,True,3.0614611519134134,19.55555555555556,0.0347893312717433,0.7564327485380117,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,88,91.1,20.244,51.57
Summerville,MID,WHU,5.5,19,0.0,1.0,1933,5,3,6,10,119.8,0,True,4.423176409725815,17.272727272727273,0.3724780134505949,0.5652046783625732,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,95,103.28,18.778,51.34
Igor Jesus,FWD,NFO,5.8,16,0.0,3.3,1882,3,4,8,8,98.0,0,True,3.9691817215727943,14.310344827586208,0.334750265674814,0.5502923976608187,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,83,86.0,14.828,51.28
Dúbravka,GKP,BUR,4.0,3,0.0,1.0,2880,0,0,4,7,87.9,0,True,2.8125,22.5,0.0,0.8421052631578947,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,90,89.77,22.442,51.19
Iwobi,MID,FUL,6.3,10,0.0,1.3,2264,4,3,4,13,141.7,1,True,3.895759717314488,15.555555555555555,0.2782685512367491,0.6619883040935672,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,98,98.06,15.565,51.19
Mykolenko,DEF,EVE,4.9,9,0.0,3.3,2419,0,1,9,2,86.6,0,True,3.2368747416287724,17.755102040816325,0.0372054568003307,0.7073099415204679,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,average,differential,87,87.93,17.945,51.15
Nmecha,FWD,LEE,5.0,11,0.0,0.8,867,6,1,3,8,70.2,0,True,6.955017301038063,13.4,0.726643598615917,0.2535087719298246,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,67,67.17,13.434,50.84
Muñoz,DEF,CRY,5.8,8,0.0,2.0,1869,3,3,9,8,111.3,0,True,5.441412520064206,19.48275862068965,0.2889245585874799,0.5464912280701755,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,113,111.08,19.152,50.81
Anthony,MID,BUR,5.0,3,0.0,1.0,2198,7,3,4,6,148.6,0,True,4.381255686988172,21.4,0.4094631483166515,0.6426900584795322,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,107,97.47,19.494,50.66
Xavi,MID,TOT,6.5,18,0.0,3.7,1685,2,5,3,5,99.5,0,True,4.005934718100891,11.538461538461538,0.3738872403560831,0.4926900584795322,3.0,3.0,6,1.25,1.59375,average,differential,75,76.44,11.76,50.5
Eze,MID,ARS,7.2,1,0.0,0.5,1530,6,3,8,8,97.2,0,True,5.588235294117647,13.194444444444445,0.5294117647058824,0.4473684210526316,3.0,3.0,6,1.9375,0.75,cold,differential,95,94.64,13.144,50.28
Krejčí,DEF,WOL,4.5,20,0.0,0.5,2201,2,1,3,0,83.3,0,True,2.453430258973194,13.333333333333334,0.1226715129486597,0.6435672514619883,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,60,70.32,15.627,49.83
Caicedo,MID,CHE,5.7,7,0.0,1.2,2307,3,1,6,10,91.7,0,True,3.862158647594278,17.36842105263158,0.1560468140442132,0.6745614035087719,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,99,99.07,17.381,49.78
Murillo,DEF,NFO,5.2,16,0.0,2.3,2089,1,0,6,3,72.8,1,True,3.532790808999521,15.769230769230768,0.0430828147438966,0.6108187134502924,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,82,82.34,15.835,49.7
Sangaré,MID,NFO,4.9,16,0.0,2.7,1854,2,2,8,2,69.6,0,True,3.8349514563106792,16.122448979591837,0.1941747572815534,0.5421052631578948,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,79,77.66,15.849,49.37
Reijnders,MID,MCI,5.0,13,0.0,0.0,1488,5,2,7,6,106.5,0,True,5.201612903225806,17.2,0.4233870967741935,0.4350877192982456,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,86,89.04,17.808,49.33
J.Palhinha,MID,TOT,5.5,18,0.0,0.7,1826,3,3,4,11,78.7,0,True,4.731653888280395,17.454545454545453,0.2957283680175246,0.5339181286549708,3.0,3.0,6,1.25,1.59375,cold,differential,96,82.05,14.918,49.28
Gusto,DEF,CHE,4.9,7,0.0,0.8,1866,2,3,7,7,85.6,0,True,4.485530546623794,18.97959183673469,0.2411575562700964,0.5456140350877193,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,93,93.37,19.055,49.19
Gana,MID,EVE,5.4,9,0.0,4.3,1919,2,3,5,4,82.6,0,True,3.705054715997916,14.629629629629628,0.2344971339239187,0.5611111111111111,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,hot,differential,79,80.3,14.87,48.92
Onana,MID,AVL,4.8,2,0.0,2.7,1648,2,0,6,4,70.6,0,True,4.04126213592233,15.416666666666668,0.1092233009708738,0.4818713450292398,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,average,differential,74,74.6,15.542,48.52
Doku,MID,MCI,6.4,13,0.0,2.7,1297,2,7,6,9,139.1,0,True,5.690053970701619,12.8125,0.6245181187355435,0.3792397660818713,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,average,differential,82,81.95,12.805,48.47
Woltemade,FWD,NEW,6.7,15,0.0,2.3,1670,7,4,7,10,97.6,0,True,5.119760479041916,14.17910447761194,0.5928143712574849,0.4883040935672514,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,average,differential,95,94.4,14.09,48.17
Sessegnon,MID,FUL,5.4,10,0.0,1.7,1736,2,3,5,5,75.2,0,True,4.35483870967742,15.555555555555555,0.2592165898617511,0.5076023391812865,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,84,81.34,15.063,48.02
Brobbey,FWD,SUN,5.3,17,0.0,3.0,1450,6,1,5,11,80.3,0,True,4.531034482758621,13.773584905660378,0.4344827586206897,0.4239766081871345,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,73,74.14,13.989,47.78
King,MID,FUL,4.4,10,0.0,5.0,1195,1,3,5,3,63.2,0,True,4.443514644351464,13.409090909090908,0.301255230125523,0.3494152046783625,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,hot,differential,59,59.71,13.57,47.61
Saka,MID,ARS,9.8,1,0.0,0.0,1995,6,8,10,14,202.9,1,False,6.0,13.571428571428571,0.631578947368421,0.5833333333333334,3.0,3.0,6,1.9375,0.75,cold,differential,133,132.3,13.5,47.5
Dunk,DEF,BHA,4.5,6,0.0,0.2,2565,0,1,6,3,83.8,0,True,2.8771929824561404,18.22222222222222,0.0350877192982456,0.75,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,82,80.13,17.807,47.41
Mac Allister,MID,LIV,6.3,12,0.0,0.7,2198,2,3,7,6,113.4,0,True,3.521383075523203,13.650793650793652,0.2047315741583257,0.6426900584795322,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,86,97.34,15.451,47.27
Buendía,MID,AVL,5.3,2,0.0,0.7,1465,5,2,3,8,98.1,0,True,5.160409556313993,15.849056603773583,0.4300341296928327,0.4283625730994152,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,84,82.87,15.636,47.2
Cucurella,DEF,CHE,6.0,7,0.0,0.5,2211,1,3,9,5,122.8,0,True,3.8670284938941655,15.833333333333334,0.1628222523744912,0.6464912280701754,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,95,96.16,16.027,47.13
Bernardo,MID,MCI,6.2,13,0.0,1.0,2322,2,4,10,4,129.9,0,True,3.255813953488372,13.548387096774194,0.2325581395348837,0.6789473684210526,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,84,84.88,13.69,47.07
Wharton,MID,CRY,5.0,8,0.0,0.5,2191,0,6,8,6,109.8,1,True,3.779096303057965,18.4,0.2464628023733455,0.6406432748538011,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,92,100.5,20.1,46.99
Gruev,MID,LEE,4.7,11,0.0,0.5,1318,0,4,5,3,43.0,0,True,3.8239757207890746,11.914893617021276,0.2731411229135053,0.3853801169590643,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,56,55.85,11.883,46.94
Ugochukwu,MID,BUR,5.0,3,0.0,1.0,2033,3,2,3,5,71.0,0,True,3.807181505164781,17.2,0.2213477619281849,0.5944444444444444,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,86,86.35,17.27,46.78
Georginio,MID,BHA,5.6,6,0.0,2.0,1629,3,4,6,2,93.4,0,True,4.254143646408839,13.75,0.3867403314917126,0.4763157894736842,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,77,76.78,13.711,46.58
Talbi,MID,SUN,4.9,17,0.0,3.0,1328,4,2,6,6,63.4,0,True,5.150602409638554,15.510204081632653,0.4066265060240963,0.3883040935672515,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,76,68.26,13.931,46.53
Barnes,MID,NEW,6.1,15,0.0,1.7,1757,5,0,5,8,119.5,0,True,4.405236198064883,14.098360655737704,0.2561183836084234,0.5137426900584795,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,86,89.14,14.613,46.53
M.Salah,MID,LIV,14.0,12,0.0,2.7,1907,6,6,7,7,183.1,0,True,4.955427372836916,7.5,0.5663345568956476,0.5576023391812865,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,105,105.93,7.566,46.48
Shaw,DEF,MUN,4.5,14,0.0,1.3,2752,0,1,6,0,81.2,0,True,2.550872093023256,17.333333333333332,0.032703488372093,0.8046783625730994,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,78,80.28,17.84,46.41
Hincapie,DEF,ARS,5.1,1,0.0,0.0,1499,1,2,4,6,60.7,0,True,4.442961974649767,14.50980392156863,0.1801200800533689,0.4383040935672515,3.0,3.0,6,1.9375,0.75,cold,differential,74,73.9,14.49,46.21
Kerkez,DEF,LIV,5.6,12,0.0,2.3,2026,2,1,6,4,92.8,0,True,3.509378084896347,14.107142857142858,0.1332675222112536,0.5923976608187135,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,79,82.51,14.734,46.19
Šeško,FWD,MUN,7.3,14,0.0,1.0,1464,9,2,1,17,126.5,0,True,5.963114754098361,13.287671232876711,0.6762295081967213,0.4280701754385965,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,97,96.99,13.286,46.11
Yarmoliuk,MID,BRE,5.0,5,0.0,3.3,2306,1,2,7,0,70.8,0,True,3.3954900260190803,17.4,0.1170858629661752,0.6742690058479532,2.5,3.5,6,1.5,1.375,average,differential,87,82.06,16.412,46.08
Mané,FWD,WOL,4.3,20,0.0,1.0,1361,2,2,5,6,65.2,0,True,3.637031594415871,12.790697674418606,0.2645113886847906,0.397953216374269,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,55,56.02,13.028,45.8
Rúben,DEF,MCI,5.5,13,0.0,0.0,2049,2,0,12,4,78.6,1,False,4.919472913616398,20.363636363636363,0.0878477306002928,0.5991228070175438,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,112,111.46,20.265,45.7
José Sá,GKP,WOL,4.2,20,0.0,0.5,1800,0,0,4,6,44.6,1,True,2.85,13.571428571428571,0.0,0.5263157894736842,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,57,57.04,13.581,45.64
Lammens,GKP,MUN,5.1,14,0.0,1.7,2385,0,0,5,6,48.9,0,True,2.981132075471698,15.490196078431374,0.0,0.6973684210526315,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,79,80.46,15.776,45.58
Gray,MID,TOT,4.8,18,0.0,1.7,1463,2,2,5,6,52.9,0,True,3.691045796308954,12.5,0.2460697197539302,0.4277777777777777,3.0,3.0,6,1.25,1.59375,cold,differential,60,62.74,13.071,45.53
Palmer,MID,CHE,10.5,7,0.0,1.8,1551,9,2,3,9,125.5,0,True,5.860735009671179,9.61904761904762,0.6382978723404255,0.4535087719298246,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,101,99.95,9.519,45.26
Damsgaard,MID,BRE,5.6,5,0.0,2.0,1701,3,4,4,6,122.1,0,True,4.920634920634921,16.607142857142858,0.3703703703703704,0.4973684210526315,2.5,3.5,6,1.5,1.375,cold,differential,93,89.0,15.893,45.12
Bentancur,MID,TOT,5.2,18,0.0,1.3,1473,1,1,5,3,51.6,0,True,4.154786150712831,13.076923076923077,0.1221995926680244,0.4307017543859649,3.0,3.0,6,1.25,1.59375,cold,differential,68,65.37,12.571,45.1
A.Jimenez,DEF,BOU,4.5,4,0.0,1.0,2135,1,2,5,2,75.8,0,True,2.8665105386416863,15.11111111111111,0.126463700234192,0.6242690058479532,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,68,70.33,15.629,45.08
P.M.Sarr,MID,TOT,4.5,18,0.0,1.0,1349,2,3,3,2,62.0,0,True,4.403261675315048,14.666666666666666,0.3335804299481097,0.3944444444444444,3.0,3.0,6,1.25,1.59375,cold,differential,66,62.6,13.911,45.02
Spence,DEF,TOT,4.1,18,0.0,0.7,1820,0,0,7,1,63.5,0,True,3.0164835164835164,14.878048780487806,0.0,0.5321637426900585,3.0,3.0,6,1.25,1.59375,cold,differential,61,61.2,14.927,45.0
Burn,DEF,NEW,5.0,15,0.0,1.3,1827,0,3,6,5,62.7,0,True,3.8916256157635463,15.8,0.147783251231527,0.5342105263157895,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,79,79.63,15.926,44.9
Estève,DEF,BUR,3.9,3,0.0,1.2,2492,0,0,3,0,78.5,0,True,2.5642054574638844,18.205128205128204,0.0,0.7286549707602339,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,71,71.22,18.262,44.69
Souček,MID,WHU,5.7,19,0.0,1.7,1678,4,2,5,6,92.0,0,True,4.398092967818831,14.385964912280702,0.3218116805721096,0.4906432748538011,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,82,81.01,14.212,44.58
L.Miley,MID,NEW,4.4,15,0.0,3.3,1313,1,4,2,5,66.1,0,True,4.661081492764661,15.454545454545451,0.3427265803503427,0.3839181286549707,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,average,differential,68,66.07,15.016,44.56
Tolu,FWD,WOL,5.2,20,0.0,0.5,1250,3,2,3,4,86.4,0,True,4.32,11.538461538461538,0.36,0.3654970760233918,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,60,59.21,11.387,44.51
Reinildo,DEF,SUN,3.8,17,0.0,2.3,1518,0,2,5,6,43.9,0,True,3.4387351778656123,15.263157894736842,0.1185770750988142,0.443859649122807,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,58,58.5,15.395,44.49
Vicario,GKP,TOT,4.7,18,0.0,0.7,2790,0,0,7,6,72.2,0,False,2.903225806451613,19.148936170212764,0.0,0.8157894736842105,3.0,3.0,6,1.25,1.59375,cold,differential,90,91.27,19.419,44.39
Jensen,MID,BRE,4.9,5,0.0,3.3,1825,2,2,8,0,95.3,0,True,3.7972602739726025,15.714285714285714,0.1972602739726027,0.533625730994152,2.5,3.5,6,1.5,1.375,average,differential,77,76.28,15.567,44.29
Hudson-Odoi,MID,NFO,5.7,16,0.0,4.3,1838,3,4,6,8,130.6,1,False,4.309031556039173,15.43859649122807,0.3427638737758433,0.5374269005847954,2.833333333333333,3.1666666666666665,6,1.0,1.375,hot,differential,88,89.15,15.64,44.05
Aina,DEF,NFO,4.7,16,0.0,2.7,1407,0,1,5,5,47.1,0,True,3.582089552238806,11.914893617021276,0.0639658848614072,0.4114035087719298,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,56,60.11,12.789,43.57
Pau,DEF,AVL,4.3,2,0.0,2.7,1476,0,1,5,2,38.2,0,True,3.536585365853659,13.488372093023257,0.0609756097560975,0.431578947368421,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,average,differential,58,57.81,13.444,43.57
Longstaff,MID,LEE,4.8,11,0.0,0.5,948,1,2,1,4,67.1,0,True,4.367088607594937,9.583333333333334,0.2848101265822785,0.2771929824561403,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,46,46.83,9.756,43.56
Hinshelwood,MID,BHA,5.1,6,0.0,2.5,1318,1,5,4,2,62.6,0,True,4.3019726858877085,12.352941176470589,0.4097116843702579,0.3853801169590643,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,63,62.51,12.257,43.38
Flemming,FWD,BUR,5.3,3,0.0,2.2,1272,8,0,3,7,91.7,0,True,5.165094339622642,13.773584905660378,0.5660377358490566,0.3719298245614035,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,average,differential,73,72.81,13.738,43.33
Romero,DEF,TOT,5.0,18,0.0,0.7,1869,4,1,5,10,93.2,1,False,4.382022471910113,18.2,0.2407704654895666,0.5464912280701755,3.0,3.0,6,1.25,1.59375,cold,differential,91,90.47,18.094,43.28
Diarra,MID,SUN,5.3,17,0.0,3.7,1189,2,5,5,3,41.4,0,True,4.3145500420521445,10.754716981132075,0.5298570227081582,0.3476608187134503,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,57,57.67,10.881,43.25
Pope,GKP,NEW,5.0,15,0.0,0.0,1966,0,1,7,3,54.1,0,True,3.75381485249237,16.4,0.0457782299084435,0.5748538011695906,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,82,80.58,16.116,43.22
Tonali,MID,NEW,5.3,15,0.0,1.3,2212,0,2,7,2,96.1,0,True,3.0515370705244123,14.150943396226417,0.081374321880651,0.6467836257309941,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,75,76.43,14.421,43.17
Botman,DEF,NEW,4.9,15,0.0,2.0,1384,1,1,5,6,60.9,0,True,4.552023121387284,14.285714285714285,0.130057803468208,0.4046783625730994,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,70,70.42,14.371,42.98
Sadiki,MID,SUN,4.9,17,0.0,1.3,2384,0,1,8,0,63.8,0,True,2.416107382550336,13.061224489795917,0.0377516778523489,0.6970760233918128,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,64,65.43,13.353,42.91
Tanaka,MID,LEE,4.8,11,0.0,1.5,922,2,0,3,2,46.3,0,True,4.783080260303688,10.208333333333334,0.1952277657266811,0.2695906432748538,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,49,40.18,8.371,42.75
Perri,GKP,LEE,4.4,11,0.0,0.0,1440,0,0,3,3,32.2,0,True,2.6875,9.772727272727272,0.0,0.4210526315789473,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,43,44.96,10.218,42.74
Amad,MID,MUN,6.2,14,0.0,1.3,1985,2,4,4,6,142.9,0,True,3.445843828715365,12.258064516129032,0.2720403022670025,0.5804093567251462,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,76,78.53,12.666,42.34
James,DEF,CHE,5.6,7,0.0,0.0,1892,2,6,8,11,103.8,1,False,5.375264270613108,20.17857142857143,0.3805496828752642,0.5532163742690058,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,113,111.37,19.888,42.25
Barry,FWD,EVE,5.7,9,0.0,0.7,1645,6,0,7,7,83.0,0,True,4.212765957446808,13.508771929824562,0.3282674772036474,0.4809941520467836,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,77,77.85,13.658,41.98
Tchatchoua,DEF,WOL,4.4,20,0.0,0.0,1830,0,1,3,0,72.9,0,True,2.508196721311476,11.59090909090909,0.0491803278688524,0.5350877192982456,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,51,50.24,11.418,41.92
Sarr,MID,CRY,6.3,8,0.0,0.5,1752,7,1,9,9,99.7,0,True,4.828767123287672,14.92063492063492,0.4109589041095891,0.512280701754386,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,94,93.55,14.849,41.81
Groß,MID,BHA,5.5,6,0.0,3.2,1186,1,4,4,4,81.3,0,True,4.097807757166948,9.818181818181818,0.3794266441821248,0.3467836257309941,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,54,56.48,10.269,41.8
Hall,DEF,NEW,5.4,15,0.0,1.0,1884,1,2,4,4,99.7,0,True,3.535031847133758,13.703703703703702,0.143312101910828,0.5508771929824562,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,74,73.66,13.641,41.58
Adams,MID,BOU,4.9,4,0.0,0.5,1457,2,1,6,3,51.7,0,True,3.829787234042553,12.653061224489797,0.185312285518188,0.4260233918128654,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,62,64.13,13.088,41.21
Hutchinson,MID,NFO,5.4,16,0.0,1.3,1341,1,5,5,3,98.6,0,True,4.362416107382551,12.037037037037036,0.4026845637583892,0.3921052631578947,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,65,62.42,11.559,41.0
De Cuyper,DEF,BHA,4.3,6,0.0,0.2,1160,2,0,4,6,66.7,0,True,4.810344827586206,14.418604651162791,0.1551724137931034,0.3391812865497076,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,62,60.96,14.177,40.88
Smith Rowe,MID,FUL,5.6,10,0.0,1.7,1563,3,1,4,1,88.8,0,True,3.973128598848368,12.321428571428571,0.2303262955854126,0.4570175438596491,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,69,60.86,10.868,40.81
Ekitiké,FWD,LIV,9.2,12,0.0,0.3,1797,11,4,7,22,156.2,1,False,6.2604340567612695,13.58695652173913,0.7512520868113524,0.525438596491228,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,125,124.15,13.495,40.76
Bellegarde,MID,WOL,5.1,20,0.0,1.5,1205,1,1,3,0,50.0,0,True,3.136929460580913,8.23529411764706,0.1493775933609958,0.3523391812865497,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,42,42.74,8.38,40.52
Tel,MID,TOT,6.2,18,0.0,1.3,953,3,1,1,5,76.9,0,True,5.477439664218259,9.35483870967742,0.3777544596012592,0.2786549707602339,3.0,3.0,6,1.25,1.59375,cold,differential,58,55.52,8.955,40.48
Mitoma,MID,BHA,6.1,6,0.0,2.0,1486,3,1,4,2,92.8,0,True,3.5127860026917896,9.508196721311476,0.2422611036339165,0.4345029239766081,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,58,59.3,9.721,40.13
Madueke,MID,ARS,6.8,1,0.0,0.5,942,2,1,6,6,78.3,1,True,5.254777070063694,8.088235294117647,0.286624203821656,0.2754385964912281,3.0,3.0,6,1.9375,0.75,cold,differential,55,59.21,8.707,39.83
Bergvall,MID,TOT,5.2,18,0.0,2.3,918,1,3,3,0,37.4,0,True,4.509803921568627,8.846153846153847,0.3921568627450981,0.2684210526315789,3.0,3.0,6,1.25,1.59375,average,differential,46,45.45,8.74,39.81
Adli,MID,BOU,5.4,4,0.0,0.5,1024,3,2,3,4,73.3,0,True,5.537109375,11.666666666666666,0.439453125,0.2994152046783626,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,63,62.21,11.52,39.69
Lukić,MID,FUL,4.9,10,0.0,1.0,1370,1,3,5,3,74.3,0,True,3.547445255474453,11.020408163265303,0.2627737226277372,0.4005847953216374,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,54,57.03,11.639,39.49
Walker,DEF,BUR,4.4,3,0.0,0.5,2555,0,2,4,3,64.3,0,True,2.219178082191781,14.318181818181817,0.0704500978473581,0.7470760233918129,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,63,63.93,14.53,39.44
Rodrigo,MID,MCI,6.3,13,0.0,1.0,1333,1,0,5,5,80.6,0,True,4.051012753188297,9.523809523809524,0.0675168792198049,0.389766081871345,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,60,60.98,9.679,39.29
Hermansen,GKP,WHU,4.2,19,0.0,3.0,1080,0,0,5,8,30.0,0,True,4.333333333333333,12.38095238095238,0.0,0.3157894736842105,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,52,51.44,12.248,39.11
